,Id,Apellido,Nombre,Propio,Padre,Madre,PIngFam,IngFam,Hijos,Exitable,Extravagante,Pesimista,Timido,Sentimental,Dependiente,Responsable,Capaz,Sociable,Servicial,Etico,Conciente,Espiritual,Impulsivo,Desordenado,Temeroso,Vago,Apego,Empatia,Compasivo,VxH
1615,1615,WQSIO,GAMMO,S,U,S,31472437,2580559154,3,726293062,287019613,743832179,980539606,125399597,3190626,140871953,403340296,876973651,118105294,895268439,812664562,229399359,900995217,368755495,111988038,761278367,937498416,266469023,84475841,835985717
1616,1616,XLPYD,MRWEN,U,P,P,586242202,2310034858,0,437972135,830727168,929820355,892896757,334162072,46198939,770020544,855690026,909309019,848921267,325327688,456332081,89870207,334823319,806526229,796643427,924209621,36069406,919767711,20598759,258604588
1617,1617,XILAH,JLIAV,P,P,P,228810388,2015557245,0,575856412,830732312,9411733,35518612,19290854,866338253,78875726,65758646,890434847,258043142,513156976,854108108,937132318,879542004,478881795,635269375,191532923,404017372,962485541,465702851,282645775
1618,1618,DKNSF,KKRPJ,S,U,S,566383748,29256046,0,584609705,491420781,85853397,303434996,260451906,52278534,191397821,925435289,30544634,114024366,503714083,29710584,90375702,292764622,874790191,404630947,480926709,344483967,857749081,407871485,45759882
1619,1619,YMWGR,EPGGP,P,P,S,140332773,3003821261,0,308381008,357551775,197267707,916463111,125582442,99639384,876315728,811272983,97135076,112999778,96988547,238915683,585439714,231488394,24262358,70195439,93026786,841984501,458266592,350251747,596427897
1620,1620,QITAJ,ETURI,P,S,P,3091287,2974315559,3,811720113,278359137,950966542,133565071,519419321,1418377,651957743,491550679,747276155,921233749,503595617,227800507,140395754,389526813,696973458,879969169,766732741,94748522,51874366,405807997,661618108
1621,1621,TYKKW,HRYHJ,P,P,P,685816118,1918483134,0,72994048,910418147,521996522,30071049,568507842,186504842,78632031,452414636,438763211,336958975,189541782,403149978,950457182,954594595,569136127,214131614,49415293,886301271,779634564,77179262,717257295
1622,1622,PDONO,JSBJK,P,S,P,103122689,2334727591,0,830440583,247576719,986133926,374449172,532608021,288432418,189727474,871983915,645559586,40361937,842295003,2435862,726712923,724639382,986775755,82396438,295939421,10281829,679428527,224740946,515313187
1623,1623,ESPSG,FMLKR,S,U,P,7266563,1413554808,0,2708749,500922101,679318845,573302866,815768062,482643581,25766397,839770127,33470116,558037501,392245119,130092574,225770245,110752973,169509388,911090609,189170184,41232186,571659624,651906174,737218059
1624,1624,JFNML,BXGAX,S,P,S,206672397,129699172,1,915008559,525499559,712828199,18095432,600434653,413962686,577680166,581733792,753063743,881883059,40643135,922608051,642552657,559105264,923432485,922591287,792265696,989336843,103917897,683875162,739234206
1625,1625,AYTWD,PPHQE,P,S,S,11131449,3666768963,1,51717027,359918943,330754091,753866102,261660854,808919066,907163723,23188754,765358304,372041086,306147349,72756595,825765438,646618318,511202034,861895209,798550989,535841854,491885572,699734365,349727526
1626,1626,SPRTF,MVFHY,U,S,P,770799847,2420038645,3,110455768,580116823,789293041,208626174,361226551,719965843,5209693,716678868,632117617,55458826,70022288,756256437,71398656,944503169,782436147,840004502,461955863,157610939,259251392,281171937,682512763
1627,1627,XUHRU,JRXNB,P,P,P,339845354,1665560438,0,712259587,886551678,824206305,515749075,651554371,662343434,737924747,863547914,1885164,189149194,464435956,290041337,709938684,229799785,209091142,696399759,875542506,898236252,959422279,625776915,510876918
1628,1628,ATTAY,MUAWN,P,U,P,539934465,45840299,1,772164891,777587973,724756275,988236825,819359165,216431769,276305754,813332623,950650259,206742222,502205217,704512515,573908664,71235535,660983027,522680476,278769144,377419349,376252992,67282092,655849407
1629,1629,SYATX,XPRWH,S,S,U,489076088,3941517022,0,702081197,381404269,768690849,106003838,577314445,62870413,611938518,74633798,230226621,426702097,94949511,16836035,669826615,181455874,69201471,898285135,386169159,603385049,117453321,689640851,486130788
1630,1630,EQJMD,UWKSB,S,P,U,740199915,1574026318,0,5109988,538343633,61490284,51005861,797084175,82187305,223574059,638585645,262676324,815252464,186718334,563409665,726019159,547199438,87408722,121869562,761386369,835561019,325808775,539528171,711993854
1631,1631,EQCXX,YFOTS,P,P,S,221344415,4999923574,0,842843635,52969336,747139565,768238265,229410037,170451378,358036702,96102478,145141587,483985886,172768066,419749497,432863898,694601402,613920194,816382219,289889756,917995026,498767817,802523637,632965848
1632,1632,SNXYT,MOJUL,P,P,S,732530529,7752894988,0,788068422,639735626,115540026,838455028,860915834,873700982,327368221,545880895,235113768,833751461,99492417,64909138,157664488,959487208,41650171,365870573,744107802,68362118,733360948,743436435,441221937
1633,1633,RNBBV,BMNKI,P,P,P,280013758,2507719961,0,844007514,493164536,175201186,267258761,794551887,666451736,624223896,48831541,810605651,198986257,9680787,946892754,367761937,772579215,202465042,569389543,835434435,154298099,811994647,44179177,51805752
1634,1634,OXSVY,SPAXX,S,S,S,386942114,3521074281,1,219641006,327016261,415296073,9630948,277557951,322958169,67010125,443886754,14966503,576190515,171115206,664984042,995926262,667029912,720813751,656523345,276473604,43539412,557849759,226811561,508369227
1635,1635,ODLFY,JMKNS,S,P,S,59463341,1896801197,0,165358835,143220189,73508642,918245766,493155366,210969459,401598477,628827953,38502319,601885582,200938777,613886704,674734236,486358928,231382794,51222552,117277208,645211912,222661115,992512082,663879022
1636,1636,IEKQS,LSXIH,P,P,P,148732342,4377106215,2,571605908,803560125,227713025,113467001,662418194,297631121,98252225,151816278,726994115,442615738,593416012,847261651,240917034,613067986,111477133,421633845,757220735,365957334,729241305,609195511,730484513
1637,1637,SOIBW,BWRMI,P,U,S,574785778,8611310056,0,697855222,784432347,528649136,655335914,540410048,369703287,48006368,710671242,56846262,133172801,666150857,691847178,617663981,625621134,621110736,436173737,962929874,79043043,905383541,73819746,546034034
1638,1638,HCYAJ,BGYUT,S,P,S,245900351,1771574676,2,917503633,278916242,11693625,870959189,456727103,807811763,308986116,980734741,549880866,926745332,483313145,662037369,333089458,575026246,2602631,597471793,948616251,422399139,311045126,894502352,782364473
1639,1639,RLQIW,SIJIS,P,S,P,991381623,2128113965,1,682560109,4540191,54086686,116155952,977924472,97260783,945839002,371506563,725708495,67703316,182357875,421490725,3974198,120329649,356773539,811253597,27484987,485546108,827467079,826075191,734782836
1640,1640,EDYWI,JFUNO,S,S,S,7096773,4342358824,0,24417511,792741287,288637191,38165647,709428728,794591571,629122866,174515326,202560045,634807899,367685491,11644639,817330401,40215589,292306566,26129202,631908881,702315911,370783306,912131712,525241887
1641,1641,RSIQU,LGOGT,P,P,U,632080362,4835057042,0,459745424,481014369,949868919,773763261,73037036,561594034,205199321,940181849,391153173,572752079,530353416,751726033,7523007,143498091,44530117,330949269,137420171,339689437,636553894,800062145,461509531
1642,1642,LFDLK,IBTPY,S,P,P,251866443,3058503927,2,765045338,425691692,67913291,648144994,473158464,88858051,825851436,163887909,346409647,51725639,626378813,200324033,40353982,362658559,7290182,877559884,361289162,112598411,635987714,421868876,720667461
1643,1643,PFFIC,MHAIH,S,S,P,798074245,5796857408,0,91135233,109870528,28201585,691221369,641227,315075405,777390636,233183015,24261934,649138401,997577223,148777848,487355071,128039846,949002432,848928514,732991269,887808602,444780062,491961816,414184398
1644,1644,TBUQL,RQLFG,S,P,U,623053254,3593154279,0,704234391,78763828,39451058,837620137,99082175,646204766,787937437,595039027,276081786,2907167,393898831,706111051,452914048,60091266,880411636,44709268,7950798,124367206,626340405,667185782,417630913
1645,1645,QXMXS,IDPSO,U,S,P,395497728,1254091955,0,419045344,500873584,694383589,481696985,741989704,634863912,853801826,89823362,435936556,568477165,309272166,934760848,375545498,340208505,873931158,917577418,149475817,3435832,189831022,952684804,493912519
1646,1646,CCYRT,YMDCX,S,S,P,801690793,4056434724,2,872110704,589900657,377000765,79058217,61805434,496144013,92895871,688049448,536784742,260471123,260113898,667569055,1140256,262408557,643608804,246683036,55631747,245759887,39067462,453081728,661164798
1647,1647,VJTHM,VBLOU,P,P,P,362163816,3300152051,4,748165887,622909862,580653411,38685342,853048539,191649191,443890249,352541531,918597549,935257669,959885632,261844791,525156981,17864815,13323604,631058026,545383215,730424119,784239495,513737523,831609705
1648,1648,MHLPH,ANGCH,P,P,S,331935104,1430173187,0,596014494,956160667,121368155,21542587,756292306,247340385,791950307,4669146,861539073,98090996,797144358,876274768,51502694,652162024,322163261,893807536,9318955,296454679,501681102,873231765,544743777
1649,1649,NBHJG,AXRNW,P,S,P,727836556,594222702,1,803413882,520708546,565189149,21923269,80135374,651982851,96737448,883076259,691288432,224248129,347006655,857341389,495846637,335863643,790526537,44324372,42181324,727204523,486938091,943910479,730545302
1650,1650,LPYDF,SXLUM,P,P,P,557911142,3573734039,2,412188823,235000588,888841747,708774759,483085198,991258572,918124717,925173589,295742635,843492317,895445914,709820036,33114997,491857072,880735051,237555404,234930381,319984585,313706891,26916214,605871618
1651,1651,WIUAE,ULRQK,P,S,U,98447735,2356374191,0,135218897,111959647,282530988,261150905,24452937,800954706,147458113,57190352,291107088,894588969,789370416,531971949,468413685,286554856,469162477,14965815,385806735,942534362,93616002,963178675,6865634
1652,1652,UUSVL,VELKA,P,P,P,386618268,1542609481,3,892386148,373376824,307499691,45111809,138539164,502397954,373432478,625097473,463038172,364375113,16336646,769677353,695761936,563589071,394820573,380808898,464265757,335507766,187506367,856694478,718267526
1653,1653,WGQFH,UHFSB,S,P,P,349707702,9691503755,0,82252798,201376839,52986687,206585914,812771673,172136801,237503822,41914008,720125513,730025385,912735757,562863737,75645496,563044518,33150557,935162944,982098172,613177335,448297334,90086478,6573199
1654,1654,VHHRY,VYWEN,P,U,U,24857509,6527497857,0,983703173,732602129,483736714,637966771,87962195,844111152,569623217,732570235,839899284,679522614,357528022,950132669,143240515,731784562,581655914,63016554,287764783,126750234,234483196,8701867,760600532
1655,1655,SHVKH,BJRTS,P,P,P,27964967,4967339948,0,103774112,7370693,732852169,899371449,199754176,393591898,357190655,762516956,585171091,424490359,132782309,951772637,210249777,387828445,132504547,356767889,556093514,628414517,576467678,108692425,545903022
1656,1656,LWOVN,AUGOW,P,U,P,476216804,2798800544,0,297641068,413806762,518706413,345078784,962402705,604558415,426661205,972542716,203415222,160498633,774312447,35539253,434093693,868883098,482893552,968089628,93155308,639228738,574781372,586921574,508344008
1657,1657,NSYNQ,OGOMK,S,P,P,745783412,3111708182,3,903664833,917898144,45753046,219178283,561215779,587503216,7815888,603575969,70979951,268777814,20481999,822403722,140148419,834985927,598480686,293901641,88298524,294280656,14593259,947057652,106046305
1658,1658,YSBVP,PDTXR,P,S,S,18853816,1296588932,0,727559045,829646838,860864771,50933579,71762167,388990453,852092459,144006866,17749184,59670105,632682959,521654924,624115631,34513403,927561493,627165149,357371508,156597522,834761708,161031412,59139159
1659,1659,YWOVC,TWDOT,P,P,S,338275409,3036601163,0,346823095,48032252,56240355,580068288,768552471,178243494,277100445,531044516,268430931,463096736,336932874,714691673,694552401,864563539,582522476,338188511,306281606,140216812,409835374,221478544,639700583
1660,1660,DVFOD,EEBSU,P,S,P,935373234,1680746564,0,413005271,801240578,466641559,820122742,476791373,548574294,821029847,883735533,235708623,997360765,408947666,583105605,895393538,567640484,592304104,782376535,338764138,83595915,447598685,299333944,589021081
1661,1661,MVNBJ,XMGPO,S,P,P,7181727,2542575294,0,32095843,775161953,681516797,398538711,564066597,134831804,194908113,507647851,775718214,326255266,381808475,733697168,112632741,504397069,944662572,89405723,384983549,560154373,474291512,688294314,63366813
1662,1662,VYYBS,NOBRJ,P,P,P,929569665,2392787126,0,189172259,327715422,400940641,39620863,561809696,616708365,701022318,148395759,981136013,836675476,42925727,776406791,764853138,359026874,20249098,913584251,312814199,140158042,584587672,139441942,557974323
1663,1663,GODWX,BRSMF,P,P,S,107920249,4282220411,0,714223019,545329925,288516387,41236978,469362041,442469896,725727466,194761656,481039612,574859371,13018945,295265918,711669409,470937118,559513604,81149733,875330683,197196966,420366208,72932299,473240832
1664,1664,HFPYL,HMUQT,P,P,S,524216571,1183729797,3,925782879,731795588,276665859,486526852,499718797,936959308,657192084,604206405,628794606,713611305,250215854,9648392,553505817,258915657,969209889,458057861,551652305,17221066,112966914,604919618,792515079
1665,1665,FCEEA,LLMCK,S,U,P,703205638,1745474449,0,170720267,451151174,466778304,823068445,976428311,622758901,442852246,37074502,936730922,438520064,122025281,695339165,562504003,88932441,275994803,698907,428769605,30878866,968015999,125068532,772696631
1666,1666,WTTXM,KYPIJ,S,P,P,118824172,1433394738,0,74231387,267987828,78858148,5999412,130473095,572290146,200076557,83167537,551233175,99251379,173437507,992712077,174384073,33584101,85716385,698605874,282503298,987032571,360189402,655610322,537070354
1667,1667,TFSYE,CBSFO,S,P,U,25698117,118184941,0,254965839,14124696,78824879,987811529,920356808,66310853,985048542,799497868,86156134,150574597,925314434,660368199,683717035,411858627,24267366,682640355,3640864,785932288,133886644,97198526,499112219
1668,1668,MVTCO,HDDHT,P,P,P,868412801,2976691454,3,255990434,65926705,311692804,969503178,931082492,660805417,999049861,179624356,56427857,896059172,814106806,259931929,849342279,84719285,956266777,9364841,121486845,177777687,914426531,27661084,459623877
1669,1669,WUXPT,VYHES,P,S,P,38268174,9949092889,0,226469567,193998025,215629264,364496629,68073131,787564971,545931139,631964786,119393,278711666,398788989,671914985,111473472,917547683,870273146,488055693,320616389,951777406,310553687,6639742,519267888
1670,1670,HEHVW,CDFPT,U,P,P,241853508,328535792,0,932296559,797345466,91177971,365671196,846907901,925065604,757360115,391251755,574686178,61154049,84184669,602835053,108737542,348114773,531218795,698378696,443855917,423506217,403872977,902073397,377579802
1671,1671,NJLQJ,CMCXW,P,U,S,347163626,2306130176,0,398684376,170863438,852270529,175461266,264185946,275065,225546257,57265688,938458035,777842638,8023402,9166084,886102533,292136072,977208189,987980728,417989055,208222455,937198924,387755308,669719988
1672,1672,BBMWU,CWPRO,U,S,P,288994568,3050281187,0,345734048,304878261,619080453,975803753,56103159,953812988,788700391,7079738,634887326,744193406,459565842,9255433,562935042,754762877,38299953,816688554,464282281,86049296,265034577,404957103,569842684
1673,1673,YMUPS,UXTXG,S,U,S,72419818,3991936437,0,39689843,366580357,308115487,345681578,970751238,649644406,83054639,244497959,95953533,120841539,877956011,516079157,380756284,676785292,783416953,601999919,569042285,624561638,478823558,732637371,526770656
1674,1674,OFHQA,AYLGC,S,P,U,772096017,3000811649,0,126047972,514092505,205053976,509231378,524267558,534981329,712924986,652196611,547786921,26092722,374793221,700641114,28841357,541532735,397557264,157236991,70542353,953835684,892560512,759146043,703139207
1675,1675,VJICC,VQWBV,P,U,P,449567346,2935091523,0,56136423,866726361,23289535,624800331,270835066,24176181,498762319,128198592,900091926,154735701,442123676,356789143,472966343,536232559,888200875,990507378,503867463,25945279,2410187,286774007,694942171
1676,1676,YHERF,GIBRN,P,P,S,534347345,487047675,0,828295423,65628507,321554588,596832399,928236239,211642185,566409206,481316893,233526752,952137263,224991189,755607142,115555028,16938844,854292093,739616243,175355266,146374028,284602727,344829796,440683471
1677,1677,DPXMM,OJLRY,U,P,S,213590171,2242343574,0,561498615,60184753,611551913,13705119,110095292,743405117,40097613,751735855,104512502,920970566,386745558,668100093,37021395,664602134,336338012,607815635,698322367,355236406,592501724,97021038,5434788
1678,1678,YPHOW,PPPRT,S,S,U,347788056,1173512186,3,360175082,429736793,181344931,245804529,889622442,623459202,77005728,722920053,681649529,628515506,600516297,84121446,768830636,546686418,705320374,834510828,164892444,682161265,908304791,378759531,707149812
1679,1679,HCCBA,QURLJ,S,P,S,829926313,2008563325,0,924128291,160628374,834998382,490528882,416245642,724526386,567432172,568183343,504063339,720874541,602581159,957435031,7529314,369915687,705822429,312824925,7964216,796289192,606225586,777404961,41927837
1680,1680,NWHKI,OTQSG,P,P,U,715251819,2567404646,0,565745161,916867454,505834757,400955205,462754058,17877031,13839697,930734196,278091783,272253907,400040007,13124579,56086678,933873066,257286456,441484874,20067887,820569034,299507913,549085508,704717559
1681,1681,WQLGE,ABYQV,S,P,S,669162602,1896050833,0,108735834,117955099,283316677,394600703,212126425,36702139,48410374,931095322,598526384,84144877,707476952,285072081,254437901,885546441,461834741,395056116,631130953,191923015,283859512,150066723,785075147
1682,1682,EWCAP,ETNSK,P,P,S,751070341,689343923,3,245476649,42530999,666225441,831861635,28910386,113360768,520724178,366308377,247704873,310854852,910420872,660881011,243234399,933547272,93615673,309272525,721076874,856203091,200847404,711874069,740299884
1683,1683,WBECQ,RWNVU,S,S,P,62526914,4029988232,0,226417,77338812,654636106,996330795,549365707,745161307,986138062,219508485,974316315,803764114,2126528,888058349,301632932,182017649,153906596,826527668,94227048,1883753,371704445,857972466,490798076
1684,1684,LOWDX,OOHLR,S,P,P,49843041,2327310911,0,571736548,984685574,430412469,727537649,470832896,885986573,230655103,6921039,570629848,497065834,99592608,547505643,588372906,714362061,312690328,439046474,630595356,288570803,67546743,405021651,5927566
1685,1685,TDNKW,TMIJF,S,S,P,572217423,10137521,0,188128356,999770769,547773049,61832662,114976,140571094,845053626,46989961,593221729,870211008,261392647,80538436,45560929,42191208,94171551,783361932,79122483,522813649,242591347,16630539,586861324
1686,1686,OEUCX,MFXWP,S,S,P,485665773,2990884787,0,531510585,54709361,359737566,151708283,29995107,263096808,606976389,79894383,438383978,898010603,35497337,202697808,271525377,18660176,52081439,448824556,65847549,81800766,591476074,22512305,769688232
1687,1687,YBABE,WKWVM,U,U,S,698704951,8763077925,0,580954609,170452638,74309238,30250631,6435328,262782273,139030366,275690071,80994527,71858901,338114535,620904414,717917968,3037987,481304332,870591281,508905725,420525544,885147335,81465504,539387944
1688,1688,ONQPO,ESJTW,S,P,S,411651536,7240136743,2,86793741,155106401,8898471,628203037,890730507,249032552,359424192,875903395,25423664,9972756,25231066,417149259,635883895,978145917,871440335,595780533,263694232,220204735,957103258,800388557,812918363
1689,1689,NJPXE,NQNBD,S,P,P,394194652,6615763339,0,618571103,336322766,309666636,79784024,550293213,277941158,944830263,3976424,923341945,101347584,306473719,645830122,746620641,731875349,332846349,897884241,474504738,270059992,953569591,856509278,442480933
1690,1690,TFLBG,RHEWC,S,P,U,546787137,293865694,0,3568891,333632843,801757978,70493943,191282227,434333776,859256884,172543768,326787625,875580499,414726072,109150622,19128739,582901332,58735643,174558411,458598959,35916938,252546045,159472577,88080059
1691,1691,FEDYU,HMUUG,U,P,U,82893987,2965188947,0,450248022,971237686,803203035,441612037,829593586,484921846,36782979,263688008,996152282,76541285,741008612,505918634,593393623,17427562,681811727,492471101,487422042,785447627,321067259,59963438,362709221
1692,1692,QWSHK,PXNJM,P,S,S,979691954,2595036689,0,752326029,16149938,27297491,288951205,409694875,712355906,799695939,935475938,551741172,84845135,397316108,367168686,91647376,669343866,147854578,283373244,159805061,762001421,29116075,54336774,809642016
1693,1693,AKLNH,XEPMT,S,U,U,15757362,3746754628,0,397046543,787503623,30169289,49915981,873662841,771534034,825362707,839031479,768320901,953821127,515463536,729137271,193543723,882269831,851428767,57359629,95404893,15125079,776326172,35201665,862873667
1694,1694,XKSFO,ADGEQ,U,U,S,974258326,4703859175,0,718312065,303099623,205247582,897541036,423820083,718160853,147101077,269443641,941111933,109335394,60543573,643721814,87510836,75815373,160129065,994328957,667548807,684326712,193691859,946852782,489733799
1695,1695,BUUQQ,AWXYX,P,P,P,393378337,2523386468,3,715122434,145191957,216640119,920319963,452317312,156510862,519333735,975075822,412732411,372481137,823113503,549336354,780079857,664039073,233766936,362096182,873512615,166603058,456550691,89139067,592108061
1696,1696,FYNQS,FAFFM,S,P,P,808300102,3839312372,2,65369495,977994868,710637396,489527974,317960917,74587555,345556269,46949175,71783198,331488893,714733506,75220881,608427373,524306832,416252129,80143341,66578776,59966362,362776279,966827243,782187906
1697,1697,YLPYL,EIOYK,S,S,S,392102999,1016964299,1,774473864,258643466,882605429,307352233,793982366,601866649,766016394,844272073,977357606,990997189,808202584,831694738,132396118,2396872,703067948,636423614,72081322,952814276,979031031,987067364,764475625
1698,1698,KSUYS,TDUQF,S,P,S,70613181,9825441736,0,234418021,92701644,774420472,710272094,818129571,913102383,999487001,934368228,910055321,511500034,805172272,780447122,755935887,587935762,9200298,975130954,833870669,777096741,13034911,862569794,289211396
1699,1699,XHYMY,RAXQW,S,S,S,757208697,3533801809,0,561692636,102226532,859191293,287306837,319381176,459105188,41291438,21558609,401102237,646232858,680458686,602118477,70544769,47431044,861961283,597133825,238268485,372854731,94378606,512428776,570714272
1700,1700,YFGAI,JMGEX,P,P,S,974939273,2797245507,0,675133875,837114573,77294121,640209758,959780196,534298763,867840923,230028654,451337884,260026647,54579254,164361982,85850563,798847458,73726522,311377101,538896395,222922076,637759642,382689722,72467485
1701,1701,UIBEK,EKYYB,S,S,S,755920771,2992691445,1,33936642,380717166,169402773,115684238,678089069,729848579,464591721,724344948,149770069,441928465,511116906,184943713,488735706,985940768,598106235,770549559,110743117,257884849,187175536,40292846,788138663
1702,1702,IIELX,VULHP,P,P,P,918126188,4782553602,0,856926078,20709304,709776541,57860683,547152641,431075151,678050731,354130404,23577333,277809076,68463641,879269721,188485032,414423312,12624817,252034342,418075363,493326635,7069431,683579883,380287831
1703,1703,XKQKW,SSQMG,S,S,P,102218381,4974001827,1,322264249,536828379,895899584,586385069,425624679,565696771,833417165,554097437,419611249,68658629,941867245,878621392,776081869,416381503,844400785,628105047,765305757,521696646,914564966,932742443,268989689
1704,1704,EKSOY,VCTYX,U,S,P,30790142,8467750098,0,646437522,936317467,431746675,328522025,962824419,580485135,737417435,43985171,186072301,538814018,351872322,620798913,554858475,579037455,631642525,969287681,453496947,494699366,404828941,2336993,593021822
1705,1705,GDOQR,POJVH,U,S,S,235076949,1202669801,1,42947393,794097044,428545156,224026959,593863119,37661594,268953861,965433526,288353786,366169278,26133904,133112008,797460673,902223946,886139192,286612698,391441795,513947364,839075066,143517224,857207346
1706,1706,VKHQM,WARND,P,P,U,519327776,2542452355,2,18533632,87323709,95583713,259354048,8064797,847531075,533019297,130398613,28241192,57278123,433921098,92816867,457981335,317832639,464366437,609470867,265669,598132305,906233209,274393861,780453585
1707,1707,HVMEQ,KAPEG,S,S,P,367166686,2321996333,0,520860614,20734803,767225241,471017325,361559091,722051879,7070771,94060739,145421418,881944919,553084157,721855674,754431876,262895596,127419253,80913227,401092548,56759138,44960859,622823086,373432103
1708,1708,GVHFW,HPCME,S,S,S,932070754,2819244187,2,60898181,595707697,213703888,728756881,843895156,405914342,638235162,674042517,311378637,578831018,608549804,462881613,190989705,505205841,731185598,305698926,167259807,671449628,68401564,614104269,603316939
1709,1709,UQTVA,BKWJJ,P,P,P,765200431,343179183,0,99954565,272663678,883186222,80041961,763790854,251508282,609502284,599500152,344246886,93353667,33172784,5257387,323753617,149621675,957292485,43880313,422233869,482278615,567146657,48426894,886169971
1710,1710,WLUCY,TJFXP,P,P,P,101712889,1525939084,0,80501925,247026304,453006534,771772245,936251893,681010231,196442116,80748471,810322385,122501977,377781455,377993227,312718215,254855613,837134858,219487666,86687461,357934698,211232185,624036279,441492692
1711,1711,GPVLH,SMBKF,U,P,S,393328869,4918949306,1,843672022,635962085,832038192,791998482,503861033,862072394,932213126,660991394,370787556,598169467,532042652,109898728,78180489,15620029,449750077,49902286,91152169,26479813,9968369,398083181,432135513
1712,1712,FDFFH,BTSYF,P,S,P,95174575,8884002724,1,112042201,33796865,652497964,273638022,39568366,747264493,690731717,68549215,78271873,393239297,718181232,334322591,795357799,268649763,440717682,628447121,752662157,906811634,31073913,64504147,424210049
1713,1713,URKXK,OYNPD,P,P,S,294795651,4799766712,0,34119726,322408583,156787598,42577563,775158821,916081055,905893003,261473461,87408458,577905826,337350154,907521108,347386056,678882732,408228385,948095369,146095557,847118097,746791245,4684593,780750487
1714,1714,IEXYM,HWWDJ,P,U,U,930163935,2231735022,0,840076375,796445235,878861111,724574971,962650128,854755501,29572091,896535274,142224303,92314885,59259388,690201556,380895259,191851914,50795649,573787756,695026321,315836959,964567903,585000725,591817677
1715,1715,NHBQX,ETDBB,P,P,S,657134201,1947868305,0,565899318,777376273,553234657,533221639,251012127,14912341,933749289,88696705,953185637,843104301,819261783,572855546,292206864,871284392,973981999,963142339,646761728,704358128,509908623,899114125,644827773
1716,1716,PTEFS,DLLIA,P,S,P,888872196,1317600382,0,590350243,170547767,797107746,156519042,944524348,603043755,809656209,906272319,618905364,143527695,257184774,17086286,633429868,36068197,877801965,818777492,5007553,112138451,807447191,695016485,477227084
1717,1717,XVOJY,LMWDB,U,P,P,345221953,2797966915,0,962384105,110051621,500615598,861217922,720945298,547711992,780901841,193255459,975101756,49220396,548900641,379179596,18379057,149371685,785907018,688923732,701037292,5091896,16629543,296948061,535159164
1718,1718,NBCWA,IPPON,P,U,S,450053498,2040750202,0,814792529,992109148,160418959,642369299,291299327,573422664,392884401,588694136,544825205,148274304,595837832,12835454,815717766,807899318,975429095,436946844,27979105,1333657,1829664,30544806,482514388
1719,1719,ATQSN,PDLPW,S,P,S,272478325,2398195238,3,474340788,515634849,722120595,789513935,54355698,263787649,741780258,454273305,804815879,34089789,736880942,400664704,17207085,814619843,305947484,815095804,745047471,314765553,449718136,205409661,810098313
1720,1720,PKVCR,KTGFX,P,U,S,175412652,762180144,0,166113506,379222928,34640397,75492536,104953884,901081896,918631123,518905796,515847821,740394288,352092523,731110889,481659278,597549622,699752644,567119125,550759787,166371804,993467234,126440022,652316488
1721,1721,NTODK,PNFJG,U,P,S,482481738,25567572,0,651995999,263003291,980491924,64464988,680278857,68041633,993082173,721062729,135724006,700927968,625394674,11301643,727504787,445041979,96482341,48539853,325768476,232021707,825608172,59939118,454524131
1722,1722,QACYC,VIOHJ,P,P,P,819796116,1083419584,2,262067844,289194612,392196223,719601281,858963084,391038356,91535885,18583458,376958515,730828247,405380034,881184662,385178561,747249228,717674439,781957167,755283315,825256387,24810584,743486548,60416736
1723,1723,YASEJ,DCKMG,U,S,S,273540752,2029246408,0,7775128,610392139,422475545,813281444,15705099,112860383,134865314,5361718,927084967,772643935,429812424,39657237,370611902,923200724,235458273,113068922,956139673,536332551,781444717,267329874,597346708
1724,1724,XDTRW,HWGSN,S,U,S,608178003,2391293945,1,98052444,283798489,393565663,205038974,161590318,904249693,186890505,260456424,362879141,67365623,986052162,48476454,626291679,148121252,271245874,988646103,850826678,798961456,206683405,467531637,466270873
1725,1725,YUDSC,JGPYC,S,S,P,852765488,112859235,0,934475585,66254583,656576166,763030222,409482809,271925877,292349901,343137808,653842713,730845419,840123313,89694129,81886554,915085366,484567073,433024017,711454242,242740563,192991858,56872443,528061536
1726,1726,OKKPY,KDSLE,U,P,P,22593948,2725390339,0,583478976,673808193,648962709,501771584,229391255,429350458,645170193,256452656,429272255,449510212,430842904,991491247,171344306,387410164,268799176,587956818,924818663,168208945,286725118,443445352,565517555
1727,1727,SMJVN,FNLAH,P,S,P,462175933,4960626857,0,947039956,386424587,902740253,676341338,708555161,360470246,816730807,55640781,233327464,780589991,817668289,922779187,623128963,961196646,832052,1298846,70733125,55678485,896756747,817800711,332528385
1728,1728,LTXEI,HUDUR,S,S,P,872907604,4798388099,0,770331574,920031886,975450176,756785078,394711578,983423422,90957345,892331717,887078252,1814975,704825613,949374,722490743,211136892,126877953,404028176,314473604,560406239,243490032,158231954,546300138
1729,1729,RHDNU,TMOIB,P,P,P,22255266,5929051548,3,509496229,78606534,243325853,520304892,402521848,422866058,638360054,60806711,791194584,284032451,396628095,23246345,963212598,866641726,999922024,677475756,60195012,7347487,460334755,641132214,771353012
1730,1730,ROSTW,EKVUP,P,P,S,832296001,2493787611,0,700473286,924210686,604353232,423146924,880600928,384197581,54345951,22303047,473757522,498988326,521128598,109845032,671545183,380849563,408473827,924553999,499478043,988694,681858123,493911118,509716285
